guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
b0221d6b-563f-4cda-8f0a-d78c729faf57,2825732660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_000_08,"<CAM:29>ちなみに、大規模な百竜夜行だと
防衛する砦の範囲が大きくなるから、
複数の出口から行き先を選ぶことになるよ。","<CAM:29>Oh, and, for the bigger Rampages, you'll
need to defend more of the Stronghold,
so more exits will be available.","<CAM:29>Oh, et pour les Calamités plus dangereuses,
tu devras défendre une plus grosse partie
de la Forteresse, il y aura donc plus de sorties.","<CAM:29>Ah, nel caso delle furie più grandi, dovrai
difendere la fortezza con più impegno,
quindi ci saranno più uscite disponibili.","<CAM:29>Oh, und bei den größeren Randalen musst du
mehr von der Festung verteidigen.
Es gibt also mehr Ausgänge.","<CAM:29>Oh, y habrá más zonas de la fortaleza que
defender cuando sean Frenesís más grandes,
por lo que habrá más salidas disponibles.","<CAM:29>При более крупном Буйстве охват
защищаемой территории вырастет, станут
доступны новые выходы.","<CAM:29>Aha, w przypadku większych Furii, będzie
trzeba bronić większego obszaru
Twierdzy, więc pojawi się więcej wyjść.",,,"<CAM:29>Ah, e para os Frenesis maiores, você vai
ter que defender mais da Fortaleza,
então mais saídas estarão disponíveis.","<CAM:29>그리고 대규모 백룡야행의 경우엔
방어할 요새의 범위가 넓어지니까
여러 출구를 통해 갈 곳을 고를 수 있단다.","<CAM:29>順帶一提，若是遇上大規模的百龍夜行，
要防衛的要塞範圍就會變大，
屆時能從更多出口前往各個目的地。","<CAM:29>顺便一说，如果是大规模的百龙夜行，
要防卫的要塞范围会变大，
就需要从多个出口里选择去哪里了。",,,,,,,,"<CAM:29>أوه، بالنسبة إلى صيحات الغضب العارم الهائلة،
يجب عليك الدفاع أكثر عن القلعة،
حتى تتوفر المزيد من المخارج.",,,,,,,,,,,
a8afb11f-fd9e-445c-8503-002e00a431d0,3238837202,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_000_09,"<CAM:26>じゃあ、俺は先に砦へ向かっているから
準備ができたらついて来てくれ！","<CAM:26>Alright, I'm gonna head off to
the Stronghold. Meet me there
when you're ready!","<CAM:26>Bon, je vais aller à la Forteresse.
Retrouve-moi là-bas quand tu
seras <LSNR {prêt} {prête}> !","<CAM:26>Bene, io vado alla fortezza.
Raggiungimi quando hai finito.","<CAM:26>Okay, ich mach mich auf den Weg zur Festung.
Wir treffen uns da, wenn du so weit bist!","<CAM:26>Bueno, yo voy yendo para la fortaleza.
Reúnete allí conmigo cuando estés <LSNR {listo} {lista}>.","<CAM:26>Ну все, я иду к Твердыне. Встретимся
там, когда будешь <LSNR {готов} {готова}>!","<CAM:26>Dobra, ruszam do Twierdzy.
Spotkajmy się tam, kiedy będziesz
<LSNR {gotowy} {gotowa}>.",,,"<CAM:26>Tá legal, eu vou pra Fortaleza.
Me encontra lá quando estiver <LSNR {pronto} {pronta}>!","<CAM:26>그럼, 나는 먼저 요새로 가 있을 테니
준비가 끝나면 따라와라!","<CAM:26>那我要先前往要塞了，
你準備好之後就跟我來吧！","<CAM:26>那我先去要塞了，
你准备好了就跟过来吧！",,,,,,,,"<CAM:26>حسنًا، سأنطلق ذهابًا إلى
القلعة. قابلني هناك
عند الاستعداد!",,,,,,,,,,,
5a703221-9a46-44ee-928a-1d45e89f375a,157666306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,410,QD_QN000304_nid103_010_00,"<CAM:30>準備はいいか、愛弟子！
ここは、百竜夜行から里を守るため
里のみんなで作り上げた砦だ。","<CAM:30>Good to go, Ace? Welcome to the
Stronghold! The villagers all built this
place to defend against the Rampage.","<CAM:30>T'es <LSNR {prêt} {prête}>, l'artiste ? Bienvenue à
la Forteresse ! Les villageois ont construit
cet endroit pour nous protéger de la Calamité.","<CAM:30>Tutto a posto? Ti do il benvenuto alla
fortezza, costruita dagli abitanti del
villaggio per difendersi dalla furia.","<CAM:30>Bist du bereit, Ass? Willkommen in der Festung!
Alle im Dorf haben diesen Ort gemeinsam zur
Abwehr der Randale errichtet.","<CAM:30>¿Empezamos ya, hacha? ¡<LSNR {Bienvenido} {Bienvenida}> a la
fortaleza! La construyeron los aldeanos para
defendernos del Frenesí.","<CAM:30>Ты <LSNR {готов} {готова}>, ас? Добро
пожаловать в Твердыню! Она построена
для обороны от Буйства.","<CAM:30>Wszystko masz, <LSNR {szefie} {szefowo}>?
Witaj w Twierdzy! Mieszkańcy zbudowali
ją, żeby bronić się przed Furią!",,,"<CAM:30>Tudo pronto, Craque? Bem-vindo à Fortaleza!
Os aldeões construíram este lugar pra se
defenderem do Frenesi.","<CAM:30>준비는 됐느냐? 애제자여!
이곳은 백룡야행으로부터 마을을
지키기 위해 마을의 모두가 만든 요새다.","<CAM:30>你做好準備了嗎，愛徒！
這裡就是村民們為了守護村莊
免於百龍夜行侵襲所合力建造的要塞。","<CAM:30>你准备好了吗，爱徒！
这里是村里的大家为了保护村子
免受百龙夜行侵害而建造的要塞。",,,,,,,,"<CAM:30>هل أنت على استعداد للانطلاق،أيها البارع؟
مرحبًا بك في القلعة! شيّد القرويون
جميعًا هذا المكان للتصدي للغضب العارم.",,,,,,,,,,,
23876403-e56c-4d7c-aa4c-7909ccb4fffc,276265054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_010_01,"<CAM:31>百竜夜行で襲来するモンスターの集団…
すなわち<COLS RED>群れ</COL>は、あちらの方角から
押し寄せてくる。","<CAM:31>The waves of monsters that attack during
Rampages—we call 'em <COLS RED>hordes</COL>—will come
in from that direction.","<CAM:31>Les vagues de monstres qui nous attaquent
durant la Calamité, qu'on appelle des
<COLS RED>hordes</COL>, viendront de là.","<CAM:31>I gruppi di mostri che attaccano durante
la furia sono chiamati <COLS RED>orde</COL> e verranno
da quella parte.","<CAM:31>Die Wellen von Monstern, die während Randalen
angreifen, nennen wir <COLS RED>Horden</COL>. Sie kommen aus
dieser Richtung.","<CAM:31>A las oleadas de monstruos que atacan durante
el Frenesí las llamamos <COLS RED>hordas</COL>, y vendrán
desde aquella dirección.","<CAM:31>Во время Буйства волны монстров — мы
называем их <COLS RED>стадами</COL> — будут наступать
вот с того направления.","<CAM:31>Fale potworów, które atakują podczas
Furii, nazywamy <COLS RED>hordami</COL>. Nadchodzą
stamtąd.",,,"<CAM:31>As ondas de monstros que atacam durante
Frenesis — nós as chamamos de <COLS RED>hordas</COL> —
virão daquela direção.","<CAM:31>백룡야행 때 공격해 오는 몬스터 집단…
다시 말해 <COLS RED>무리</COL>는 저쪽에서 몰려온다.","<CAM:31>百龍夜行時來襲的魔物集團……
也就是所謂的<COLS RED>魔物群</COL>。
牠們會從那個方向一湧而出。","<CAM:31>百龙夜行中来袭的怪物群体……
也就是<COLS RED>怪物群</COL>，
将会从那个方位涌过来。",,,,,,,,"<CAM:31>ستأتي أفواج الوحوش التي تهاجم خلال
صيحات الغضب العارم (والتي نطلق عليها <COLS RED>الحشود</COL>) من
ذلك الاتجاه.",,,,,,,,,,,
e9545923-a83a-42d1-bdff-6bde651da162,1071463540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_010_02,"<CAM:32,33,34>群れは砦を破壊し、里への道を守る
<COLS RED>関門</COL>を突破しようとするだろう。","<CAM:32,33,34>The hordes will try to destroy the Stronghold
by breaking through the <COLS RED>gates</COL>. These gates
are what's keeping the monsters out of Kamura!","<CAM:32,33,34>Les hordes essaieront d'anéantir la
Forteresse en détruisant les <COLS RED>portes</COL> qui
empêchent les monstres d'atteindre Kamura !","<CAM:32,33,34>Le orde proveranno a distruggere la
fortezza sfondando i <COLS RED>cancelli</COL>, fondamentali
per tenere i mostri fuori da Kamura.","<CAM:32,33,34>Die Horden werden versuchen, die Festung zu
zerstören, indem sie durch die <COLS RED>Tore</COL> brechen.
Die Tore halten die Monster draußen!","<CAM:32,33,34>Las hordas intentarán destruir la fortaleza
echando abajo las <COLS RED>puertas</COL>, cuya función es
mantener a los monstruos alejados de Kamura.","<CAM:32,33,34>Стада попытаются уничтожить Твердыню,
прорвавшись через <COLS RED>ворота</COL>. Именно эти
ворота и берегут Камуру от монстров!","<CAM:32,33,34>Hordy będą próbowały zniszczyć Twierdzę,
przebijając się przez <COLS RED>bramy</COL>.
To one chronią Kamurę przed potworami!",,,"<CAM:32,33,34>As hordas vão tentar destruir a Fortaleza
quebrando os <COLS RED>portões</COL>. Os portões são o
que mantém os monstros fora de Kamura!","<CAM:32,33,34>무리는 요새를 파괴하고 마을로 가는 길을
지키는 <COLS RED>관문</COL>을 돌파하려 하겠지.","<CAM:32,33,34>魔物群應該會先破壞要塞，
再突破守護通往村莊道路的<COLS RED>關卡</COL>吧。","<CAM:32,33,34>怪物群会企图破坏要塞，
并突破守卫村庄道路的<COLS RED>关口</COL>。",,,,,,,,"<CAM:32,33,34>ستحاول الحشود تدمير القلعة
من خلال تحطيم <COLS RED>البوابات</COL>. تلك البوابات هي التي
تحافظ على كامورا من الوحوش!",,,,,,,,,,,
06e8a1a1-02fa-4244-8e47-bb835f8081fb,139704775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_010_03,"そうならないようにするのが、
里守や、ハンターである
キミの役目というわけだね！","And keeping the monsters off the gates
and out of Kamura is why we're here!","C'est justement pour protéger ces portes
et empêcher les monstres d'atteindre
Kamura que nous sommes là !","E tu sei qui per tenere i mostri lontani
dai cancelli e fuori da Kamura.","Und genau deshalb sind wir hier: Um die
Monster von den Toren und aus Kamura
fernzuhalten!","Mantener alejados a los monstruos de las
puertas y de Kamura es la razón por la que
estamos aquí.","А наша задача — не пускать монстров
к воротам и в деревню!","Jesteśmy tu po to, żeby trzymać potwory
z dala od bram i Kamury.",,,"E manter os monstros longe dos portões
e de Kamura é o motivo de estarmos aqui!","그렇게 되지 않도록 막는 것이
마을 수호단과 헌터인 네 역할이다!","而你身為村莊守衛和獵人的職責，
就是要阻止這種事情發生！","避免这种结果
就是村卫和你这名猎人的
职责啦！",,,,,,,,"كما تتمثل مهمتنا في طرد الوحوش بعيدًا عن
البوابات وأرض كامورا!",,,,,,,,,,,
0fa95759-4cc6-48d2-85d9-18e80e1e7427,2440110365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_010_04,"<CAM:30>モンスターの群れには、<COLS RED>狩猟設備</COL>という
百竜夜行に向けて開発された設備を設置して
対抗していくぞ！","<CAM:30>We fight off the hordes of monsters using
machinery developed specifically for this
situation, called <COLS RED>Hunting Installations</COL>.","<CAM:30>Nous repoussons les monstres en utilisant
du matériel créé rien que pour ça ;
des <COLS RED>machines de chasse</COL>.","<CAM:30>Combattiamo contro le orde usando gli
<COLS RED>strumenti da caccia</COL>, dispositivi creati
appositamente in vista di questo evento.","<CAM:30>Wir bekämpfen die Monsterhorden mit speziell
für diese Situation entwickelter Maschinerie,
<COLS RED>Jagdanlagen</COL> genannt.","<CAM:30>Luchamos contra estas hordas de monstruos
usando maquinaria desarrollada especialmente
para ello: las <COLS RED>instalaciones de caza</COL>.","<CAM:30>Мы отражаем атаки монстров с помощью
специальных орудий — <COLS RED>охотничьих
установок</COL>.","<CAM:30>Walczymy z potworami, używając
specjalnych urządzeń zwanych <COLS RED>machinami
łowieckimi</COL>.",,,"<CAM:30>Lutamos contra hordas de monstros usando
máquinas desenvolvidas especificamente pra
essa situação, chamadas <COLS RED>Instalações de Caça</COL>.","<CAM:30>몬스터 무리에는 <COLS RED>사냥 설비</COL>라고 불리는
백룡야행을 대비해 개발된 설비를
설치해서 대항할 수 있다!","<CAM:30>所以我們針對百龍夜行
開發出所謂的<COLS RED>狩獵設備</COL>，
並將它設置於要塞當中，與魔物群對抗！","<CAM:30>要对抗怪物群，
就需要设置专为百龙夜行
开发的<COLS RED>狩猎设备</COL>！",,,,,,,,"<CAM:30>إننا نقاتل حشود الوحوش باستخدام
الآلات المتطورة خصوصًا لهذا الغرض
والتي يُطلق عليها، <COLS RED>تجهيزات الصيد</COL>.",,,,,,,,,,,
240c4e3d-1d4e-4ea6-8d1b-5ff6e3515103,334336623,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_010_05,"今回は<COLS RED>準備時間</COL>が、じゅうぶんありそうだ！
さあ、設置方法を説明するから
こちらへ来てくれ！","Looks like we've got plenty of <COLS RED>prep time</COL>!
Come with me. I'll explain how to use 'em!","On dirait bien que nous avons assez
de temps pour les <COLS RED>préparatifs</COL> ! Viens,
je vais t'expliquer ce qu'il faut faire !","A quanto pare abbiamo molto tempo per
<COLS RED>prepararci</COL>. Vieni, ti spiego come usarli.","Wir scheinen reichlich <COLS RED>Vorbereitungszeit</COL>
zu haben! Komm mit. Ich erklär dir, wie
man sie benutzt.","Aún nos queda bastante <COLS RED>tiempo de preparación</COL>.
Sígueme, te explicaré cómo usarlas.","<COLS RED>Времени для подготовки</COL> у нас достаточно.
Идем. Я покажу, как ими пользоваться.","Wygląda na to, że mamy sporo czasu
na <COLS RED>przygotowania</COL>!
Chodź, pokażę ci, jak ich używać!",,,"Parece que temos bastante <COLS RED>tempo de
preparação</COL>! Vem comigo. Vou te explicar
como usá-las!","이번에는 <COLS RED>준비 시간</COL>이 충분한 것 같구나!
자, 설치 방법을 설명해 줄 테니
이쪽으로 와라!","這次似乎有很充足的<COLS RED>準備時間</COL>！
那麼，我來跟你說明設備的設置方法，
跟我來吧！","这次的<COLS RED>准备时间</COL>好像很充足！
好，我来说明设置方法，
你快到这边来！",,,,,,,,"يبدو أنّ لدينا متسعًا من <COLS RED>الوقت للتجهيز</COL>!
فلتأت معي. سأشرح كيفية استخدامها!",,,,,,,,,,,
4396436c-1e4b-4d46-8c2a-139dc20e2d89,3929038570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,420,QD_QN000304_nid103_020_00,"<CAM:35>よし！　まずは狩猟設備の１つ
<COLS RED>バリスタ</COL>を設置してみよう！","<CAM:35>Alright! First, let's ready a <COLS RED>Ballista</COL>,
one of many Hunting Installations.","<CAM:35>D'abord, commence par installer une
<COLS RED>baliste</COL>, c'est une des nombreuses
machines de chasse.","<CAM:35>OK! Per prima cosa prepariamo una
<COLS RED>balista</COL>, uno dei tanti strumenti da caccia.","<CAM:35>Okay! Als Erstes machen wir eine <COLS RED>Balliste</COL>
bereit, eine von vielen Jagdanlagen.","<CAM:35>Venga, empezaremos por preparar una <COLS RED>balista</COL>,
una de las muchas instalaciones de caza que
hay disponibles.","<CAM:35>Итак! Сначала давай опробуем <COLS RED>баллисту</COL>,
одну из многих охотничьих установок.","<CAM:35>Dobra! Po pierwsze, naszykujmy <COLS RED>balistę</COL>.
To jedna z wielu machin łowieckich.",,,"<CAM:35>Beleza! Primeiro, vamos preparar uma
<COLS RED>Balista</COL>, uma das muitas Instalações
de Caça.","<CAM:35>일단 사냥 설비 중 하나인
<COLS RED>발리스타</COL>를 설치해 보자!","<CAM:35>好，首先來設置狩獵設備當中的
<COLS RED>弩砲</COL>看看吧！","<CAM:35>好！先来设置
狩猎设备之一的<COLS RED>机关弩</COL>吧！",,,,,,,,"<CAM:35>حسنًا! أولًا، دعنا نُجهّز <COLS RED>المنجنيق</COL>،
وهي إحدى أدوات الصيد المتعددة.",,,,,,,,,,,
dfa0552c-682b-4fbe-874b-634836ada577,2164622240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_020_01,"<CAM:36>この<COLS RED>設備台</COL>の上でバリスタを選択すれば、
砦の地下にひかえる里守たちが
設置してくれるぞ！","<CAM:36>Select a Ballista to be used on this
<COLS RED>Installation Platform</COL>, and the village
defenders below will set it up!","<CAM:36>Sélectionne une baliste à utiliser sur
cette <COLS RED>Plateforme d'installation</COL>, et
les défenseurs en dessous l'installerons !","<CAM:36>Seleziona una balista da usare su questa
<COLS RED>piattaforma per strumenti</COL> e i difensori
del villaggio in basso la prepareranno.","<CAM:36>Wähl eine Balliste für diese <COLS RED>Anlagenplattform</COL>
aus, dann bauen die Dorfverteidiger unter uns
sie auf!","<CAM:36>Elige la balista que quieres colocar en esta
<COLS RED>plataforma de instalación</COL>. Los defensores se
encargarán de dejarla lista.","<CAM:36>Выбери баллисту, которая должна стоять
на этой <COLS RED>платформе установки</COL>, и защитники
деревни ее поставят!","<CAM:36>Wybierz balistę, której chcesz użyć
na tej <COLS RED>platformie machiny</COL>,
a obrońcy na dole ją ustawią!",,,"<CAM:36>Seleciona uma Balista pra usar nessa
<COLS RED>Plataforma de Instalação</COL>, e os defensores
da aldeia vão montá-la.","<CAM:36>이 <COLS RED>설비대</COL> 위에서 발리스타를 선택하면
요새 지하에 대기 중인 수호단원들이
설치해 준단다!","<CAM:36>只要在這個<COLS RED>設備台</COL>上選擇弩砲，
在要塞地下待命的村莊守衛們，
就會替你設置這項設備喔！","<CAM:36>在这座<COLS RED>设备台</COL>上选择机关弩，
要塞地下待命的村卫们
就会帮忙设置了！",,,,,,,,"<CAM:36>حدّد المنجنيق لاستخدامه على
<COLS RED>منصة التجهيز</COL> هذه، وسيعمل
المدافعون عن القرية على تجهيزه!",,,,,,,,,,,
5043471d-c4a9-4937-861c-b8ec308be4e0,1138977055,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN000304_nid103_020_02,さあ、まずはやってみよう！,Give it a shot!,"Essaie, et tu verras !","Provaci, su!",Versuch's mal!,"¡Adelante, prueba!",Попробуй!,Spróbuj!,,,Experimenta!,"자, 일단 한번 해 보자!",好啦，你先自己試試看吧！,来，先试试看吧！,,,,,,,,فلتجرب الأمر!,,,,,,,,,,,
176053bb-5fe4-4d71-a60c-c477b3e14bae,1992280084,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,430,QD_QN000304_nid103_030_00,"どうした、愛弟子？
まずは<COLS RED>設置台</COL>の近くで<ICON PAD_A>。
次に<COL RED>バリスタ</COL>の設備札を使うんだ！","Did you forget, Ace?
First, press <ICON PAD_A> near the <COLS RED>Installation
Platform</COL>. Then pick the <COL RED>Ballista</COL>!","T'as oublié, l'artiste ? Appuie d'abord
sur <ICON PAD_A> près d'une <COLS RED>Plateforme d'installation</COL>
et choisis une <COL RED>baliste</COL> !","Ci sono dubbi? Per prima cosa, premi <ICON PAD_A>
vicino a una <COLS RED>piattaforma per strumenti</COL>,
poi scegli la <COL RED>balista</COL> da usare.","Weißt du nicht mehr, Ass? Erst drückst du
neben der <COLS RED>Anlagenplattform</COL> <ICON PAD_A>, dann wählst
du die <COL RED>Balliste</COL>!","¿No recuerdas cómo se hace, hacha?
Acércate a una <COLS RED>plataforma de instalación</COL> y
pulsa <ICON PAD_A>. Luego selecciona la <COL RED>balista</COL>.","Ас, ты помнишь?
Сначала нажми <ICON PAD_A> рядом с <COLS RED>платформой
установки</COL>. Затем выбери <COL RED>баллисту</COL>!","<LSNR {Zapomniałeś, szefie} {Zapomniałaś, szefowo}>?
Najpierw naciśnij <ICON PAD_A> w pobliżu <COLS RED>machiny
łowieckiej</COL>. Potem wybierz <COL RED>balistę</COL>!",,,"Esqueceu, Craque? Primeiro, aperta <ICON PAD_A>
perto da <COLS RED>Plataforma de Instalação</COL>.
Depois, escolhe a <COL RED>Balista</COL>!","애제자여, 왜 그러느냐?
<COLS RED>설비대</COL> 근처에서 <ICON PAD_A>다.
그 뒤에 <COL RED>발리스타</COL>의 설비권을 써 보자!","怎麼啦，愛徒？
先在<COLS RED>設置台</COL>附近按下<ICON PAD_A>。
接著就能使用<COL RED>弩砲</COL>的設備牌了！","怎么了，爱徒？
先在<COLS RED>设置台</COL>附近按<ICON PAD_A>。
然后使用<COL RED>机关弩</COL>的设备牌！",,,,,,,,"هل نسيت أيها البارع؟
أولًا، اضغط على <ICON PAD_A> بالقرب من منصة
الأجهزة. ثم التقط <COL RED>الطلقة</COL>!",,,,,,,,,,,
af5a1f4f-a018-4f9d-890f-4bf30c966e00,2680741523,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,440,QD_QN000304_nid103_040_00,"さあ、愛弟子！　さっきと同じように、
<COLS RED>設置台</COL>の近くで<ICON PAD_A>。
そして、<COL RED>里守バリスタ</COL>の設備札を使うんだ！","Go on, Ace! Just like last time, press <ICON PAD_A>
near an <COLS RED>Installation Platform</COL>. Then
pick the <COL RED>Defender Ballista</COL>!","Allez, l'artiste ! Comme la dernière fois !
Appuie sur <ICON PAD_A> près d'une <COLS RED>Plateforme</COL>
et choisis une <COL RED>Baliste Kamura</COL> !","Forza! Fai come l'ultima volta: premi <ICON PAD_A>
vicino a una <COLS RED>piattaforma per strumenti</COL>,
poi scegli la <COL RED>balista difensiva</COL> da usare.","Na los, Ass! Genau wie beim letzten Mal
drückst du neben einer <COLS RED>Anlagenplattform</COL> <ICON PAD_A>
und wählst dann die <COL RED>Abwehr-Balliste</COL>.","Vamos, igual que la última vez. Acércate a
una <COLS RED>plataforma de instalación</COL> y pulsa <ICON PAD_A>.
Luego elige la <COL RED>balista de los defensores</COL>.","Ну же! Как и в прошлый раз — нажми <ICON PAD_A>
рядом с <COLS RED>платформой установки</COL>. Затем
выбери <COL RED>защитную баллисту</COL>!","No dalej, <LSNR {szefie} {szefowo}>! Tak jak ostatnio –
wciśnij <ICON PAD_A> w pobliżu <COLS RED>machiny łowieckiej</COL>.
Potem wybierz <COL RED>balistę obronną</COL>!",,,"Vai lá, Craque! De novo: aperta <ICON PAD_A> perto de
uma <COLS RED>Plataforma de Instalação</COL>. Depois,
escolhe a <COL RED>Balista Defensiva</COL>!","자, 애제자여! 조금 전과 똑같은 방법으로
<COLS RED>설비대</COL> 근처에서 <ICON PAD_A>를 누른 다음에,
<COL RED>수호단 발리스타</COL>의 설비권을 써 보자!","來吧，愛徒！就像剛剛那樣，
在<COLS RED>設置台</COL>附近按下<ICON PAD_A>。
接著就能使用<COL RED>村莊守衛弩砲</COL>的設備牌了！","来吧，爱徒！
和刚才一样，在<COLS RED>设置台</COL>附近按<ICON PAD_A>。
然后使用<COL RED>村卫机关弩</COL>的设备牌！",,,,,,,,"تقدم أيها البارع! كآخر مرة، اضغط على <ICON PAD_A>
بالقرب من إحدى <COLS RED>منصات التجهيز</COL>. ثم
التقط <COL RED>منجنيق المدافع</COL>!",,,,,,,,,,,
3471c18d-b366-4e99-8907-d874ee054024,958104748,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,450,QD_QN000304_nid103_050_00,"いい調子だぞ、愛弟子！
さあ、<COLS RED>設置台</COL>の近くで<ICON PAD_A>。
設備札の中から<COL RED>竹爆弾</COL>を使おう！","That's it, Ace! Now press <ICON PAD_A> near
an <COLS RED>Installation Platform</COL> and pick
the <COL RED>Bamboo Bomb</COL>!","Nickel, l'artiste ! Maintenant, appuie
sur <ICON PAD_A> près d'une <COLS RED>Plateforme d'installation</COL>
et choisis une <COL RED>Bombe bambou</COL> !","Proprio così! Ora premi <ICON PAD_A>
vicino a una <COLS RED>piattaforma per strumenti</COL>
e scegli la <COL RED>bomba di bambù</COL> da usare.","Weiter so, Ass! Jetzt drückst du neben einer
<COLS RED>Anlagenplattform</COL> <ICON PAD_A> und wählst die <COL RED>Bambusbombe</COL>!","¡Eso es! Ahora acércate a una <COLS RED>plataforma de
instalación</COL> y pulsa <ICON PAD_A>. Luego selecciona la
<COL RED>bomba bambú</COL>.","Вот и все, ас! Теперь нажми <ICON PAD_A> рядом
с <COLS RED>платформой установки</COL> и выбери
<COL RED>бамбуковую бомбу</COL>!","Tak jest, <LSNR {szefie} {szefowo}>! Teraz naciśnij <ICON PAD_A>
obok <COLS RED>machiny łowieckiej</COL> i wybierz
<COL RED>bombę bambusową</COL>!",,,"É isso, Craque! Agora aperta <ICON PAD_A> perto
de uma <COLS RED>Plataforma de Instalação</COL> e
escolhe a <COL RED>Bomba de Bambu</COL>!","순조롭구나, 애제자여!
자, <COLS RED>설비대</COL> 근처에서 <ICON PAD_A>를 누른 다음에,
설비권 목록에서 <COL RED>대나무 폭탄</COL>을 써 보자!","你表現得很不錯，愛徒！
來吧，在<COLS RED>設置台</COL>附近按下<ICON PAD_A>。
使用設備牌當中的<COL RED>竹爆彈</COL>吧！","状态不错啊，爱徒！
来，在<COLS RED>设置台</COL>附近按<ICON PAD_A>。
使用设备牌中的<COL RED>竹爆弹</COL>吧！",,,,,,,,"وهذا المطلوب أيها البارع! اضغط على <ICON PAD_A>
بالقرب من إحدى <COLS RED>منصات التجهيز</COL>
والتقط <COL RED>قنبلة الخيزران</COL>!",,,,,,,,,,,
5ee132e3-1e93-489a-9585-3568fcb57cfc,2152266285,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,460,QD_QN000304_nid103_060_00,"どうしたんだ？
さあ、バリスタに<ICON PAD_A>で<COLS RED>搭乗</COL>しよう！","What's up? Go ahead and <COLS RED>mount</COL> the Ballista
by pressing <ICON PAD_A>!","Qu'est-ce qui se passe ? Allez, monte
sur la <COLS RED>baliste</COL> en appuyant sur <ICON PAD_A> !","Che succede? Continua e <COLS RED>monta</COL>
la balista premendo <ICON PAD_A>.","Was ist? Mach weiter und <COLS RED>steig auf</COL> die Balliste,
indem du <ICON PAD_A> drückst!","¿Pasa algo? Vamos, no pierdas el tiempo y
pulsa <ICON PAD_A> para <COLS RED>montar</COL> la balista.","Что такое? Давай, <COLS RED>встань</COL> к баллисте,
нажав <ICON PAD_A>!","Co jest? Dalej, <COLS RED>obsadź</COL> balistę,
naciskając <ICON PAD_A>!",,,"E aí? Vai em frente e <COLS RED>monta</COL> 
na balista apertando <ICON PAD_A>!","왜 그러느냐?
자, <ICON PAD_A>로 발리스타에 <COLS RED>탑승</COL>해 보자!","怎麼啦？
來吧，按下<ICON PAD_A><COLS RED>操控</COL>弩砲吧！","怎么了？
来，按<ICON PAD_A><COLS RED>搭乘</COL>上机关弩吧！",,,,,,,,"كيف الحال؟ امضِ قدمًا <COLS RED>وركّب</COL> الطلقة
بالضغط على <ICON PAD_A>!",,,,,,,,,,,
