


","Noi, Capcom Co., Ltd. (''Capcom'') raccogliamo i seguenti dati personali sul gioco in
MONSTER HUNTER RISE (''Gioco''), previo consenso del cliente, e li utilizziamo per i seguenti scopi:

Informazioni raccolte:
(a) Informazioni di identificazione fornite dal fornitore della piattaforma;
(b) Informazioni sulle impostazioni del gioco che possono essere modificate dall’utente, quali
impostazioni della lingua, impostazioni grafiche del gioco e impostazioni dell’audio
(c) Dati di gioco (incluse le informazioni regionali); e
(d) Informazioni sull’ambiente di gioco, quali hardware, impostazioni hardware e unità periferiche
sulle quali il cliente gioca.

Scopo di utilizzo: creare e utilizzare dati statistici per l’analisi dello stato di gioco del Gioco.
Capcom utilizzerà i dati statistici per vari scopi, compreso il futuro sviluppo di giochi e attività
di promozione (compresa la divulgazione dei dati statistici) da parte di Capcom.

Una volta ottenuto il consenso, i dati di gioco dell’utente saranno inviati e archiviati sul server
in Giappone, gestito da Capcom e/o sul server in Giappone e/o sui provider di servizi cloud negli
Stati Uniti contrattualizzati da Capcom, indipendentemente dal Paese di residenza.
Se i dati sono trasferiti al di fuori dello Spazio Economico Europeo (SEE) per la conservazione e
l’elaborazione dei dati, Capcom rispetterà le leggi applicabili sulla protezione dei dati,
incluso il GDPR.

Il consenso al trattamento dei dati a fini statistici non è obbligatorio, ed è possibile decidere
liberamente se fornire il proprio consenso o meno. Il gioco non sarà influenzato negativamente
anche se si rifiuta il consenso.

L’utente ha la facoltà di ritirare il consenso in qualsiasi momento nella schermata Opzioni;
tuttavia, ciò non pregiudica la liceità dell’elaborazione dei dati trasmessi prima del ritiro del
consenso da parte dell’utente.

Capcom elabora i dati personali dell'utente in conformità con l'Informativa sulla privacy di Capcom.
Assicurarsi di leggere l’Informativa sulla privacy prima di dare il proprio consenso.



","Wir, Capcom Co., Ltd. („Capcom“) erfassen die folgenden persönlichen Informationen während des Spielens von MONSTER HUNTER RISE (das „Spiel“), vorbehaltlich der Zustimmung des Kunden und verwenden diese für die folgenden Zwecke:

Erfasste Informationen:
(a) Identifizierungsinformationen, die vom Plattformanbieter bereitgestellt werden;
(b) Informationen zu den Einstellungen im Spiel, die vom Kunden geändert werden können, wie beispielsweise die Spracheinstellungen, Grafikeinstellungen im Spiel und Soundeinstellungen;
(c) Spieldaten (einschließlich der Informationen zur Region); und
(d) Informationen über die Spielumgebung, wie zum Beispiel Hardware, Hardwareeinstellungen und Peripheriegeräte, auf denen der Kunde spielt.

Verwendungszweck:
Zur Erhebung und Verwendung statistischer Daten zur Analyse des Spielstatus des Spiels. Capcom verwendet die statistischen Daten für verschiedene Zwecke, einschließlich der Entwicklung zukünftiger Spiele, und für Werbeaktivitäten (einschließlich Weitergabe der statistischen Daten) durch Capcom.

Wenn Sie Ihre Zustimmung erteilen, werden Ihre Spieldaten an einen Server in Japan, der von Capcom betrieben wird, und/oder einen Server in Japan oder den U.S.A., der von einem durch Capcom beauftragten Anbieter von Clouddiensten betrieben wird, übermittelt und dort gespeichert, unabhängig vom Land Ihres Wohnortes.
Wenn Ihre Daten zur Speicherung und Verarbeitung der Daten außerhalb des Europäischen Wirtschaftsraums (EWR) übertragen werden, wird Capcom die geltenden Datenschutzgesetze, einschließlich der DSGVO, erfüllen.

Ihre Zustimmung zur Datenverarbeitung für statistische Zwecke ist nicht zwingend erforderlich, und Sie können frei entscheiden, ob Sie uns Ihre Zustimmung geben oder nicht. Ihr Spiel wird nicht davon beeinträchtigt, wenn Sie uns die Zustimmung verweigern.  

Sie können Ihre Einwilligung auf dem Optionen-Bildschirm jederzeit widerrufen; dies beeinflusst jedoch nicht die Rechtmäßigkeit der Verarbeitung der Daten, die vor dem Widerruf Ihrer Zustimmung übertragen wurden.

Capcom verarbeitet die personenbezogenen Daten des Kunden gemäß der Datenschutzrichtlinien von Capcom. Bitte lesen Sie unbedingt die Datenschutzrichtlinien, bevor Sie uns Ihre Zustimmung erteilen.""



","Nosotros, Capcom Co., Ltd. (“Capcom”) recopilamos los siguientes datos personales mientras juega MONSTER HUNTER RISE (“Juego”), con el consentimiento del cliente y para los siguientes propósitos:

Información recopilada:
(a) Información identificativa proporcionada por el proveedor de la plataforma;
(b) Información sobre la configuración del juego modificable por el cliente, tal como los ajustes del idioma, los ajustes gráficos y los ajustes de audio;
(c) Datos del juego (incluida la información de la región); e,
(d) Información sobre el entorno de juego, tal como el hardware, los ajustes de hardware y los periféricos con los que juega el cliente.

Propósito de uso:
Crear y utilizar datos estadísticos para el análisis del estado de reproducción del Juego. Capcom usará los datos estadísticos para varios propósitos, incluyendo el desarrollo futuro del juego y las actividades promocionales (incluida la divulgación de los datos estadísticos) de Capcom.

Cuando se obtenga su consentimiento, sus datos de juego se enviarán y almacenarán en el servidor de Japón, administrado por Capcom y/o el servidor de Japón y/o EE. UU. de los proveedores de servicios en la nube contratados por Capcom, independientemente de su país de residencia.
Si sus datos se transfieren fuera del Espacio Económico Europeo (EEE) para su almacenamiento y procesamiento, Capcom cumplirá con las leyes de protección de datos aplicables, incluyendo GDPR.

Su consentimiento para el procesamiento de datos con fines estadísticos no es obligatorio, y puede decidir si desea o no darlo. Su juego no se verá afectado incluso si se niega a dar su consentimiento.  

Podrá retirar su consentimiento en cualquier momento desde la pantalla Opciones; sin embargo, esto no afectará a la legalidad del procesamiento de los datos transmitidos con anterioridad a la retirada de su consentimiento.

Capcom procesa los datos personales del cliente de acuerdo con la política de privacidad de Capcom. Lea la política de privacidad antes de dar su consentimiento.""



","Мы, Capcom Co., Ltd. (""Capcom""), собираем следующие персональные данные о вашем игровом процессе в MONSTER HUNTER RISE (""Игра"") при условии согласия клиента и используем их в следующих целях:

Собираемые данные:
(а) Идентификационные данные, предоставляемые провайдером платформы;
(b) Данные об игровых настройках, которые могут быть изменены пользователем, такие как настройки языка, настройки игровой графики, настройки звука;
(c) Игровые данные (включая данные о регионе); а также
(d) Данные об игровой среде, такой как оборудование, настройки оборудования и периферийные устройства, на которых играет клиент.

Цель использования:
Создание и использование статистических данных для анализа игрового статуса Игры. Capcom будет использовать статистические данные для различных целей, включая будущую разработку игр и рекламную деятельность Capcom (сюда относится и разглашение статистических данных).

При получении вашего согласия данные вашего игрового процесса будут отправляться на сервер в Японии, находящийся под управлением Capcom, и храниться там, и/или на расположенный в Японии и/или в США сервер провайдеров облачных услуг, работающих по контракту с Capcom, независимо от страны проживания, и храниться там.
Если ваши данные передаются за пределы Европейской экономической зоны (ЕЭЗ) для хранения и обработки, Capcom будет соблюдать действующие законы о защите данных, включая Общий регламент по защите данных (GDPR).

Ваше согласие на обработку данных в статистических целях не является обязательным, и вы можете свободно решать, давать ли свое согласие или нет. Даже если вы не дадите своего согласия, это никоим образом не повлияет на ваш игровой процесс.

Вы можете отозвать свое согласие в любое время на экране ""Настройки"", однако это не повлияет на законность обработки данных, переданных до отзыва вашего согласия.

Capcom обрабатывает личные данные клиента в соответствии с Политикой конфиденциальности Capcom. Пожалуйста, ознакомьтесь с Политикой конфиденциальности, прежде чем дать свое согласие.""



","My, Capcom Co., Ltd. („Capcom”), gromadzimy następujące dane osobowe dotyczące rozgrywki  użytkownika w MONSTER HUNTER RISE („gra”) pod warunkiem udzielenia na to zgody przez klienta, a następnie wykorzystujemy te dane do następujących celów:

Gromadzone informacje:
(a) Informacje identyfikacyjne przekazywane przez dostawcę platformy;
(b) Informacje o ustawieniach w grze, które mogą zostać zmienione przez klienta, jak ustawienia języka, ustawienia graficzne w grze oraz ustawienia dźwięku;
(c) Dane dotyczące rozgrywki (w tym informacje o regionie); oraz
(d) Informacje dotyczące środowiska gry, jak sprzęt, ustawienia sprzętowe oraz urządzenia peryferyjne używane przez klienta do grania.

Cel wykorzystania:
Tworzenie i wykorzystywanie danych statystycznych do analizy stanu rozgrywki w grze. Capcom wykorzysta dane statystyczne do różnych celów, w tym do przyszłego rozwoju gry oraz działania promocyjne (w tym ujawnianie danych statystycznych) wykonywanej przez Capcom.

Po uzyskaniu zgody użytkownika dane dotyczące rozgrywki będą przesyłane na serwer i będą przechowywane na tym serwerze znajdującym się w Japonii i zarządzanym przez Capcom i/lub serwerze w Japonii i/lub w USA zarządzanym przez dostawców usług w chmurze działających na zlecenie Capcom, niezależnie od kraju zamieszkania użytkownika.
Jeśli dane użytkownika zostaną przesłane poza Europejski Obszar Gospodarczy (EOG) w celu przechowywania i przetwarzania, Capcom będzie przestrzegać obowiązujących przepisów o ochronie danych, w tym RODO.

Wyrażenie przez użytkownika zgody na przetwarzanie danych do celów statystycznych nie jest obowiązkowe i użytkownika może dowolnie zdecydować, czy chce takiej zgody udzielić, czy nie. Nawet jeśli użytkownika nie udzieli zgody, nie będzie to miało wpływu na jego rozgrywkę.

Użytkownika może wycofać swoją zgodę w dowolnej chwili na ekranie „Options” (Opcje), nie będzie to jednak miało wpływu na legalność przetwarzania danych przesłanych przed wycofaniem zgody.

Capcom przetwarza dane osobowe klienta zgodnie z Polityką prywatności Capcom. Przed udzieleniem zgody proszę przeczytać naszą Politykę prywatności.""



",,,"Nós, Capcom Co., Ltd. (“Capcom”) coletamos os seguintes dados pessoais de jogo MONSTER HUNTER RISE (“Jogo”), de acordo com o consentimento do cliente, e usamo-los para os seguintes fins:

Informações coletadas:
(a) Informações de identificação fornecidas pelo provedor da plataforma;
(b) Informações de configuração do jogo que podem ser alteradas pelo cliente, como, por exemplo, as configurações de idioma, configurações de gráficos do jogo, e configurações de som;
(c) Dados do jogo (incluindo informações da região); e,
(d) Informações sobre o ambiente de reprodução, tal como o hardware, as configurações de hardware, e os periféricos com que o cliente joga.

Finalidade de uso:
Criar e utilizar dados estatísticos para análise de status de utilização do Jogo.A Capcom usará os dados estatísticos para vários fins, incluindo futuro desenvolvimento de jogos e atividades promocionais (incluindo divulgação de dados estatísticos) pela Capcom.

Quando seu consentimento for obtido, seus dados de jogo serão enviados e armazenados no servidor no Japão, gerenciado pela Capcom e/ou pelo servidor no Japão e/ou nos EUA dos provedores do serviço em nuvem contratados pela Capcom, independentemente de seu país de residência.
Se os seus dados forem transferidos para fora do Espaço Econômico Europeu (EEE) para armazenamento e processamento dos dados, a Capcom atuará em conformidade com as leis de proteção de dados aplicáveis, incluindo o RGPD.

O seu consentimento para o processamento dos dados para fins estatísticos não é obrigatório, e você poderá decidir livremente decidir se deseja consentir ou não. Seu jogo não será afetado, mesmo se  recusar a consentir.  

Você pode retirar seu consentimento a qualquer momento na tela Opções; no entanto, isso não afetará a legalidade do processamento dos dados transmitidos antes da retirada do seu consentimento.

A Capcom processa os dados pessoais do cliente de acordo com a Política de Privacidade da Capcom. Certifique-se de que lê a Política de Privacidade antes de dar seu consentimento.""



","주식회사 캡콤(이하 '캡콤')은 “MONSTER HUNTER RISE”에서 고객의
동의를 바탕으로 게임 플레이에 관한 아래의 개인 데이터를 수집하고
다음과 같은 목적으로 이용합니다.

수집 정보:
(a) 플랫폼 제공자가 부여하는 식별 정보
(b) 선택 언어, 게임 내 그래픽 설정, 
　　사운드 설정 등 고객에 의해 변경 가능한 게임 내 설정정보
(c) 플레이 데이터 (지역 정보 포함)
(d) 고객이 플레이하는 하드웨어, 설정, 주변기기 등
　　플레이 환경에 관한 정보

이용 목적:
본 게임의 플레이 상황을 분석하기 위한 통계 데이터를 작성합니다.
캡콤이 작성한 통계 데이터는 캡콤에 의한 향후 게임 개발,
프로모션 활동 (통계자료 공개 포함) 등 다양한 목적으로 이용됩니다.

정보 수집에 동의하신 경우, 게임 플레이에 관한 고객의 데이터는
고객의 거주국과 관계없이 캡콤이 관리하는 일본 국내의 서버 외에 캡콤이
계약하는 클라우드 사업자의 일본 및 미국의 서버 로 송신돼 보관됩니다.
데이터의 보관 및 처리에 있어 고객의 데이터가 유럽경제지역(EEA) 밖으로
이전될 경우에는 GDPR을 포함해 적용되는 데이터보호법을 준수합니다.

통계 목적의 데이터 처리에 대한 동의는 의무사항이 아니며,
고객은 동의 여부를 자유롭게 선택할 수 있습니다.
동의하지 않더라도 게임 플레이에 영향을 주지 않습니다.

고객에 의한 동의는 “옵션” 화면에서 언제든지 철회 가능하나,
철회하기 이전에 당사로 송신된 데이터의
적법한 처리에는 영향을 주지 않습니다.

캡콤에 의한 고객의 개인 정보는 캡콤의
“프라이버시 정책”에 따라 이루어집니다.
동의하기 전에 반드시 “프라이버시 정책”을 확인해주십시오.



","株式會社Capcom在「MONSTER HUNTER RISE」中，在得到用戶同意的基礎上，收集有關玩遊戲的以下個人資料並用於以下目的。

收集資訊：
(a) 平台提供商所提供的識別資訊
(b) 選擇語言、遊戲內部圖形設置、聲音設置等用戶可更改的遊戲內部設置資訊
(c) 遊戲資料（含區域資訊）
(d) 用戶玩遊戲的硬體、設置、週邊設備等環境相關資訊

使用目的：
為了對用戶操作遊戲的情況進行分析而建立統計資料。Capcom建立的統計資料用於Capcom今後的遊戲開發、推廣活動（包括公佈統計資料）等各類目的。

如果用戶同意收集資訊，無論用戶現居何國，用戶操作遊戲的相關資料會被發送和儲在由Capcom管理的日本國內伺服器以及Capcom簽約雲端在日本和美國的伺服器中。
基於資料儲存和處理的需要，如果用戶資料被轉移至歐洲經濟區（EEA）外，將遵守包括GDPR在內適用的資料保護法。

用戶對統計目的的資料處理可自由選擇是否同意，無同意義務。即使用戶不同意，對操作遊戲也沒有影響。

用戶可在「OPTION」畫面中隨時撤銷同意，但不影響至此之前已發送至本公司資料的合法處理。

根據Capcom的「隱私權策略」，對Capcom用戶的個人資料進行處理。同意前請務必確認「隱私權策略」。



","株式会社喀普康在“MONSTER HUNTER RISE”中，在得到用户同意的基础上，采集有关游戏操作的以下个人数据并用于以下目的。

采集信息：
(a) 平台提供商所提供的识别信息
(b) 选择语言、游戏内部图形设置、声音设置等用户可更改的游戏内部设置信息
(c) 游戏数据（含区域信息）
(d) 用户进行游戏操作的硬件、设置、外围设备等操作环境相关信息

使用目的：
为了对用户游戏操作的情况进行分析而建立统计数据。喀普康建立的统计数据用于喀普康今后的游戏开发、推广活动（包括提供统计数据）等各类目的。

如果用户同意采集信息，无论用户现居住于哪个国家，用户进行游戏操作的相关数据会被发送和储存由喀普康管理的日本国内服务器以及喀普康签约云商在日本和美国的服务器中。
出于数据储存和处理的需要，如果用户数据被转移至欧洲经济区（EEA）外，将遵守包括GDPR在内适用的数据保护法。

用户对用于统计的数据处理可自由选择是否同意要，无同意义务。即使用户不同意，也不会影响游戏操作。

用户可在“选项”画面中随时撤销同意，但不影响此前已发送至我公司数据的合法处理。

根据喀普康的“隐私策略”，对喀普康用户的个人数据进行处理。同意前请务必确认“隐私策略”



",,,,,,,,"نحن، شركة Capcom Co., Ltd.‎ المحدودة‎ والمُشار إليها باسم (Capcom)، نقوم بجمع البيانات الشخصية التالية عن أسلوب لعبك المُتَّبع في لعبة MONSTER HUNTER RISE  والمُشار إليها باسم (اللعبة)، حسب موافقة العميل ونستخدمها للأغراض التالية:

المعلومات التي يتم جمعها:
(أ) تحديد المعلومات التي يُقدِّمها مُقدِّم المنصة؛
(ب) معلومات الإعداد داخل اللعبة التي يمكن للعميل تغييرها، مثل إعدادات اللغة وإعدادات الرسومات في اللعبة وإعدادات الصوت؛
(ج) بيانات اللعب (بما في ذلك معلومات المنطقة)؛ وكذلك،
(د) المعلومات المتعلقة ببيئة اللعب، مثل الأجهزة وإعدادات الأجهزة والوحدات المُلحقة التي يلعبها بها العميل.

الغرض من الاستخدام:
لإنشاء واستخدام البيانات الإحصائية لتحليل حالة اللعب الخاصة باللعبة. ستستخدم Capcom البيانات الإحصائية لأغراض متعددة، بما في ذلك تطوير اللعبة في المستقبل والأنشطة الترويجية (بما في ذلك الكشف عن البيانات الإحصائية) المُقدَّمة بواسطة Capcom.

عند الحصول على موافقتك، سيتم إرسال بيانات أسلوب اللعب الخاصة بك وتخزينها على الخادم في اليابان، يخضع لإدارة Capcom و/أو الخادم في اليابان و/أو الولايات المتحدة الأمريكية من مزوّدي الخدمة السحابية المُتعاقَد معهم بواسطة  Capcom، بغض النظر عن بلد إقامتك.
إذا تم نقل بياناتك خارج المنطقة الاقتصادية الأوروبية (EEA) لتخزين ومعالجة البيانات، فسوف تلتزم Capcom بقوانين حماية البيانات المعمول بها، بما في ذلك اللائحة العامة لحماية البيانات.

موافقتك على معالجة البيانات لأغراض إحصائية ليست إلزامية، ويمكنك أن تُقرِّر بحرّية ما إذا كنت ستوافق أم لا. لن يتأثر أسلوب لعبتك حتى إذا رفضت إبداء الموافقة.  

يمكنك التراجع عن موافقتك في أي وقت على شاشة الخيارات؛ ومع ذلك، لن يؤثر هذا على قانونية معالجة البيانات المُرسَلة قبل التراجع عن الموافقة.

تتولى Capcom معالجة البيانات الشخصية للعميل وفقًا لسياسة خصوصية Capcom. يُرجى التأكُّد من قراءة سياسة الخصوصية قبل إبداء موافقتك.



",,,,,,,,,,,
1d9a25d5-0e48-400e-bfcb-60965c33a6c2,1249898753,Option_Me_statistics_002,"カプコンによる統計目的でのデータ収集に同意しますか？

<COL YEL>（プレイデータ収集の設定は、いつでも
タイトルメニュー＞OPTION＞PRIVACYからおこなえます）</COL>","Do you agree to share your play data?

<COL YEL>(Play data settings can be adjusted at any time by selecting the
Privacy option from the Options screen, found in the title menu.)</COL>"," Acceptez-vous de partager vos données de jeu ?

<COL YEL>(Modifiez les paramètres relatifs aux données de jeu à tout moment
dans le menu Options/Confidentialité accessible depuis l'écran titre.)</COL>","Acconsenti alla condivisione dei dati di gioco?

<COL YEL>(Puoi modificare le impostazioni dei dati di gioco in qualsiasi
momento selezionando ""Privacy"" dalle Opzioni nella schermata del titolo.)</COL>","Stimmen Sie zu, Ihre Spieldaten zu teilen?

<COL YEL>(Die Spieldaten-Einstellungen können jederzeit über die
Datenschutz-Option im Hauptmenü angepasst werden.)</COL>","¿Aceptas compartir tus datos de juego?

<COL YEL>(Esta configuración se puede modificar en cualquier momento en la
opción ""Privacidad"" del menú de opciones, en el menú del título).</COL>","Вы хотите отправлять нам игровые данные?

<COL YEL>(Настроить игровые данные можно на вкладке
""Конфиденциальность"" в настройках игры в заглавном меню.)</COL>","Wyrażasz zgodę na udostępnianie danych z gry?

<COL YEL>(Ustawienia udostępniania danych można zmienić w dowolnej chwili,
wybierając „Prywatność” na ekranie opcji w menu tytułowym).</COL>",,,"Você aceita compartilhar seus dados de jogo?

<COL YEL>(Configurações de dados de jogo podem ser ajustadas na opção
Privacidade da tela de Opções do menu da tela inicial)</COL>","캡콤의 통계를 위한 플레이 데이터 수집에 동의하시겠습니까?

<COL YEL>(플레이 데이터 수집 설정은 언제든지
타이틀 메뉴>옵션>프라이버시에서 설정할 수 있습니다)</COL>","您是否同意Capcom基於統計目的收集遊玩資料？

<COL YEL>（關於遊玩資料的收集設定，您可隨時透過
標題選單＞OPTION＞隱私 進行變更）</COL>","您是否同意喀普康基于统计目的收集游玩资料？

<COL YEL>（关于游玩资料的收集设置，您可随时通过
标题菜单＞选项＞隐私 进行变更）</COL>",,,,,,,,"هل توافق على مشاركة بيانات اللعب الخاصة بك؟

<COL YEL>(يمكن ضبط إعدادات بيانات اللعب في أي وقت عن طريق تحديد
خيار الخصوصية من شاشة الخيارات الموجود في القائمة الرئيسية).</COL>",,,,,,,,,,,
320f588e-2c6c-4ca8-8889-df0211aedd02,889266044,Option_Me_statistics_003,"プライバシーポリシーはこちらのサイトからも確認していただけます。
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","You can view the privacy policy at the site below as well:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","La politique de confidentialité est également disponible sur le site
suivant : <COL YEL>https://www.capcom.co.jp/privacy/game</COL>","L'informativa sulla privacy è consultabile anche al seguente
indirizzo:<COL YEL> https://www.capcom.co.jp/privacy/game/</COL>","Die Datenschutzrichtlinien sind auf folgender Website einsehbar:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","También puedes consultar la política de privacidad en este sitio web:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","Также вы можете ознакомиться с политикой конфиденциальности на сайте:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","Polityka prywatności dostępna jest również na poniższej stronie:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>",,,"Você também pode conferir a política de privacidade no site abaixo:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","프라이버시 정책은 다음 사이트에서 확인할 수 있습니다.
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","也可從下列網站確認隱私權策略。
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>","也可通过下列网站确认隐私策略。
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>",,,,,,,,"يمكنك الاطلاع على سياسة الخصوصية عبر الموقع أدناه أيضًا:
<COL YEL>https://www.capcom.co.jp/privacy/game/</COL>",,,,,,,,,,,
ce389f4a-b75f-4221-a0d8-51531823faf3,2495372411,Option_Me_statistics_004,プライバシーポリシー,Privacy Policy,Politique de confidentialité,Informativa sulla privacy,Datenschutzrichtlinien,Política de privacidad,Политика конфиденциальности,Polityką prywatności,,,Política de Privacidade,프라이버시 정책,隱私權策略,隐私策略,,,,,,,,سياسة الخصوصية,,,,,,,,,,,
31f2cc74-52b8-45e3-b912-1f2c89a9780f,3904395349,Option_Me_statistics_005,同意,Agree,Accepter,Accetto,Zustimmen,Aceptar,Принять,Zgadzam się,,,Concordo,동의,同意,同意,,,,,,,,موافقة,,,,,,,,,,,
aee90c03-5af4-4015-9fc4-81f3a720f73d,1355838433,Option_Me_statistics_006,非同意,Disagree,Refuser,Non accetto,Nicht zustimmen,No aceptar,Отмена,Nie zgadzam się,,,Discordo,동의하지 않음,不同意,不同意,,,,,,,,رفض,,,,,,,,,,,
b29038d8-76b2-464c-8b6d-74ff1bf5c21c,4252692713,Option_Me_statistics_007,現在の設定：同意,Current Setting: Agree,Paramètre actuel : accepter,Impostazioni attuali: Accetto,Aktuelle Einstellung: Zustimmen,Ajustes actuales: aceptar,Текущие настройки: согласны,Aktualne ustawienie: zgoda,,,Configuração atual: Concordo,현재 설정: 동의,現在的設定：同意,当前设置：同意,,,,,,,,الإعداد الحالي: موافقة,,,,,,,,,,,
88fd5248-e4d4-49bd-87bd-2681d2b24478,3090692003,Option_Me_statistics_008,現在の設定：非同意,Current Setting: Disagree,Paramètre actuel : refuser,Impostazioni attuali: Non accetto,Aktuelle Einstellung: Ablehnen,Ajustes actuales: no aceptar,Текущие настройки: не согласны,Aktualne ustawienie: brak zgody,,,Configuração atual: Discordo,현재 설정: 동의하지 않음,現在的設定：不同意,当前设置：不同意,,,,,,,,الإعداد الحالي: رفض,,,,,,,,,,,
7de65035-aa40-4c9a-a117-7b71eb3937ad,3444049581,Option_Me_Item_050_04,？,?,?,?,?,?,?,?,,,?,?,？,？,,,,,,,,؟,,,,,,,,,,,
f2080ed2-7f6f-4008-826d-2520e822fcd2,2937467087,Option_Me_commu_01,チャットの送受信,Chat Settings,Paramètres de Chat,Impostazioni chat,Chat-Einstellungen,Ajustes del chat,Настройки чата,Ustawienia czatu,,,Configurações do Bate-papo,채팅 송수신,收發聊天訊息,收发聊天,,,,,,,,إعدادات الدردشة,,,,,,,,,,,
12e850f0-5dae-43d0-819d-0bb2c7d7c444,834566946,Option_Me_commu_02,ギルドカードの受け付け,Receive Guild Cards,Recevoir Cartes Guilde,Ricevi le tessere Gilda,Gildenkarten empfangen,Recibir tarjetas del gremio,Получать карты гильдии,Otrzymuj karty Gildii,,,Receber Cartões de Guilda,길드 카드 받기,接收公會名片,接受公会名片,,,,,,,,استلام بطاقة النقابة,,,,,,,,,,,
56a29ab8-c799-4114-a76b-cc085b53cbd2,2142542456,Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_commu_03
